ICD-10,Bezeichnung,age,value
258,"Absence, atresia and stenosis of the small intestine",85-89,0.0
254,Spina bifida,85-89,0.0
032,Other arthropod-borne viral diseases and viral haemorrhagic fevers,85-89,0.0
293,contraceptive measures,85-89,0.0
053,Other helminths,85-89,1.0
138,blindness and poor eyesight,85-89,2.0
225,Inflammatory disease of the cervix,85-89,0.0
015,whooping cough,85-89,0.0
003,Shigellosis [Bacterial dysentery],85-89,1.0
037,Acute viral hepatitis B,85-89,0.0
004,Amoebiasis [amoebic dysentery],85-89,1.0
275,Fractures involving multiple body regions,85-89,2.0
137,accommodation disorders and refractive errors,85-89,0.0
020,Frühsyphilis,85-89,0.0
143,Acute rheumatic fever,85-89,0.0
101,Thyroid diseases caused by iodine deficiency,85-89,0.0
035,measles,85-89,0.0
289,"Consequences of injuries, poisoning and other effects of external causes",85-89,1.0
046,Schistosomiasis [Bilharziosis],85-89,0.0
040,Mumps,85-89,1.0
044,leishmaniasis,85-89,0.0
010,Brucellosis,85-89,0.0
002,Typhus abdominalis und Paratyphus,85-89,0.0
108,Consequences of malnutrition and other nutritional deficiencies,85-89,0.0
055,sequelae of poliomyelitis,85-89,0.0
294,Prenatal screening and other monitoring of pregnancy,85-89,0.0
047,Infestation by other trematodes (flukes),85-89,0.0
013,Other tetanus,85-89,0.0
025,relapsing fever,85-89,0.0
051,Filariose,85-89,0.0
001,Cholera,85-89,0.0
011,leprosy,85-89,0.0
106,Vitamin-A-Mangel,85-89,0.0
201,Osteoarthritis,90-94,655.0
295,live births by place of birth,90-94,0.0
242,Other complications during pregnancy and childbirth,90-94,0.0
274,Fractures of other parts of the extremities,90-94,1056.0
169,Pneumonia,90-94,2367.0
270,Other symptoms and abnormal clinical and laboratory findings not elsewhere classified,90-94,2717.0
288,"Certain early complications of trauma and complications of surgery and medical treatment, not elsewhere classified",90-94,774.0
116,mood disorders,90-94,119.0
206,Other diseases of the spine and back,90-94,685.0
239,Other care of the mother with regard to the fetus and the amniotic cavity and possible delivery complications,90-94,0.0
281,Other injuries to specified and unspecified and multiple body regions,90-94,1103.0
207,Diseases of the quail tissue,90-94,307.0
278,intracranial injury,90-94,893.0
151,heart failure,90-94,2938.0
273,Fracture of the Femur,90-94,3068.0
154,Stroke,90-94,1176.0
148,Other ischemic heart diseases,90-94,209.0
147,Acute myocardial infarction,90-94,517.0
150,conduction disorders and cardiac arrhythmias,90-94,753.0
195,Cholelithiasis and Chelezystitis,90-94,380.0
203,Other diseases of the joints,90-94,110.0
119,Other mental and behavioral disorders,90-94,886.0
113,Mental and behavioral disorders caused by alcohol,90-94,8.0
115,"Schizophrenia, schizotypal and delusional disorders",90-94,36.0
272,"Fracture of the neck, thorax or pelvis",90-94,1537.0
213,Tubulointerstitial kidney disease,90-94,344.0
117,"Neurotic, stress and somatoform disorders",90-94,88.0
192,Other diseases of the intestine and peritoneum,90-94,444.0
096,Other in situ and benign neoplasms and neoplasms with uncertain or unknown behavior,90-94,216.0
205,Cervical and other disc damage,90-94,64.0
276,"Dislocation, sprain and strain of specified and multiple body regions",90-94,88.0
084,"Malignant neoplasm of other, imprecisely specified, secondary and unspecified localizations as well as at several localizations",90-94,237.0
217,Other diseases of the urinary system,90-94,780.0
186,Diseases of the Appendix,90-94,27.0
179,Other diseases of the respiratory system,90-94,561.0
152,Other heart diseases,90-94,417.0
017,Sepsis,90-94,735.0
187,inguinal hernia,90-94,183.0
191,Darmes diverticulosis,90-94,316.0
073,Malignant neoplasm of the mammary gland,90-94,111.0
215,Urolithiasis,90-94,57.0
188,Other Hrnia,90-94,108.0
253,Other conditions originating in the perinatal period,90-94,0.0
202,Acquired deformities of the extremities,90-94,18.0
175,"Bronchitis, emphysema and other chronic obstructive pulmonary diseases",90-94,223.0
249,Other neonatal respiratory diseases originating in the perinatal period,90-94,0.0
067,"Malignant neoplasm of the trachea, bronchi and lungs",90-94,101.0
129,Other diseases of the nervous system,90-94,97.0
246,intrauterine deficiency development. fetal malnutrition and disorders associated with short gestation and low birth weight,90-94,0.0
079,Malignant neoplasm of the urinary bladder,90-94,213.0
198,Skin and subcutaneous infections,90-94,149.0
157,atherosclerosis,90-94,429.0
218,Prostatahyperplasie,90-94,85.0
077,Malignant neoplasm of the prostate,90-94,227.0
124,epilepsy,90-94,163.0
208,Changes in crook density and structure,90-94,427.0
190,Paralytic ileus and mechanical ileus without hernia,90-94,364.0
104,Mellitus diabetes,90-94,171.0
172,Other diseases of the nose and paranasal sinuses,90-94,3.0
114,Mental and behavioral disorders caused by other psychotropic substances,90-94,6.0
197,Other diseases of the digestive system,90-94,316.0
199,Other skin and subcutaneous diseases,90-94,226.0
210,Other diseases of the musculoskeletal system and connective tissue,90-94,50.0
018,Other bacterial diseases,90-94,303.0
006,Other infectious intestinal diseases,90-94,263.0
153,intracranial hemorrhage,90-94,215.0
149,pulmonary embolism,90-94,247.0
111,Other endocrine. Nutritional and metabolic disorders,90-94,233.0
170,Acute bronchitis and acute bronchiolitis,90-94,80.0
061,Malignant neoplasm of the colon,90-94,192.0
160,"Other diseases of the arteries, arterioles and capillaries",90-94,116.0
092,Leiomyom des Uterus,90-94,1.0
126,Cerebral Transient Ischemic Attacks and Related Syndromes,90-94,270.0
142,Other diseases of the ear and mastoid process,90-94,111.0
173,Chronic diseases of the tonsils and pharyngeal tonsils,90-94,1.0
164,Other diseases of the circulatory system,90-94,266.0
185,"Other diseases of the esophagus, stomach and duodenum",90-94,144.0
196,Acute pancreatitis and other diseases of the pancreas,90-94,65.0
214,renal insufficiency,90-94,234.0
297,People who use the health service for the purpose of specific measures and medical care,90-94,104.0
086,Non-Hodgkin's Lymphoma,90-94,73.0
243,Spontaneous birth of an individual,90-94,0.0
109,obesity,90-94,0.0
064,Malignant neoplasm of the pancreas,90-94,71.0
244,Complications occurring predominantly in the puerperium and other conditions during the gestational period not elsewhere classified,90-94,0.0
227,endometriosis,90-94,0.0
267,abdominal and pelvic pain,90-94,67.0
233,Other diseases of the genitourinary system,90-94,31.0
062,"Malignant neoplasm of the rectosigmoid, rectum, anus and anal canal",90-94,90.0
005,"Diarrhea and gastroenteritis, presumably of infectious origin",90-94,150.0
298,People who use the healthcare system for other reasons,90-94,254.0
240,birth impediment,90-94,0.0
271,Fracture of the skull and facial bones,90-94,121.0
139,Other diseases of the eye and adnexa,90-94,62.0
228,Female genital prolapse,90-94,32.0
127,"Diseases of nerves, nerve roots and nerve plexus",90-94,42.0
168,Flu,90-94,129.0
200,Chronic polyarthritis and other inflammatory polyarthropathies,90-94,168.0
058,"Malignant neoplasm of the lip, oral cavity and pharynx",90-94,29.0
121,Primary Parkinson's Syndrome,90-94,68.0
087,leukemia,90-94,39.0
156,Other cerebrovascular diseases,90-94,46.0
167,Other acute upper respiratory tract infections,90-94,85.0
241,postpartum hemorrhage,90-94,0.0
279,Injury to other internal organs,90-94,58.0
183,Ulcer ventriculi and Ulcus duodeni,90-94,147.0
145,Essential (primary) hypertension,90-94,181.0
093,Benign neoplasm of the ovary,90-94,2.0
063,Malignant neoplasm of the liver and intrahepatic bile ducts,90-94,27.0
229,"Non-inflammatory diseases of the ovary, uterine tube and ligament latum",90-94,1.0
080,Other malignant neoplasms of the urinary organs,90-94,42.0
171,Chronic sinusitis,90-94,3.0
076,Other malignant neoplasms of the female genital organs,90-94,41.0
174,Other diseases of the upper respiratory tract,90-94,10.0
134,Retinal detachment and retinal tear,90-94,16.0
082,Malignant neoplasm of the brain,90-94,17.0
162,Varicose veins of the lower extremities,90-94,52.0
194,Other diseases of the liver,90-94,35.0
112,dementia,90-94,340.0
128,Cerebral palsy and other paralytic syndromes,90-94,27.0
060,Malignant neoplasm of the stomach,90-94,46.0
268,Fever of unknown cause,90-94,85.0
088,"Other malignant neoplasms of the lymphatic, haematopoietic and related tissues",90-94,31.0
176,Bronchial asthma,90-94,36.0
222,Other diseases of the male genital organs,90-94,20.0
256,Congenital malformations of the circulatory system,90-94,2.0
184,gastritis and duodenitis,90-94,53.0
041,Other viral diseases,90-94,28.0
237,"Edema, proteinuria and hypertension during pregnancy, labor and the puerperium",90-94,0.0
284,"Poisoning by medicinal products, drugs and biologically active substances",90-94,15.0
193,Alcoholic Liver Disease,90-94,3.0
238,"Placenta previa, placental abruption and prepartum hemorrhage",90-94,0.0
216,Zystitis,90-94,169.0
236,Other pregnancy with abortive outcome,90-94,0.0
099,Hemorrhagic diathesis and other diseases of the blood and blood-forming organs,90-94,61.0
072,Malignant neoplasms of mesothelial tissue and soft tissue,90-94,23.0
122,Alzheimer's disease,90-94,169.0
103,Other diseases of the thyroid,90-94,9.0
182,"Other diseases of the oral cavity, salivary glands and jaws",90-94,29.0
133,Cataract and other affections of the lens,90-94,41.0
204,Systemic diseases of the connective tissue,90-94,40.0
146,Other hypertensive diseases,90-94,168.0
287,Other and unspecified damage caused by external causes,90-94,15.0
189,Crohn's disease and ulcerative colitis,90-94,19.0
135,glaucoma,90-94,49.0
071,Other malignant neoplasms of the skin,90-94,150.0
098,Other anemias,90-94,94.0
097,iron deficiency anemia,90-94,194.0
125,Migraine and other headache syndromes,90-94,13.0
057,Other infectious and parasitic diseases,90-94,83.0
140,Otitis media and other diseases of the middle ear and the mastoid process,90-94,7.0
223,diseases of the mammary glands,90-94,1.0
065,Other malignant neoplasms of the digestive organs,90-94,32.0
075,Malignant neoplasm of other and unspecified parts of the uterus,90-94,28.0
123,Multiple Sclerosis,90-94,1.0
261,Other malformations of the urogenital system,90-94,1.0
159,Arterial embolism and thrombosis,90-94,113.0
209,Osteomyelitis,90-94,48.0
059,Malignant neoplasm of the esophagus,90-94,28.0
220,hydrocele and spermatocele,90-94,3.0
248,Intrauterine hypoxia and asphyxia during childbirth,90-94,0.0
219,Other diseases of the prostate,90-94,42.0
070,Malignant melanoma of the skin,90-94,21.0
290,People who use the healthcare system for examination and clarification,90-94,9.0
264,Other congenital malformations and deformities of the musculoskeletal system,90-94,1.0
165,Acute pharyngitis and acute tonsillitis,90-94,3.0
102,Hyperthyroidism (Thyrotoxicosis),90-94,11.0
296,Postpartum care and examination,90-94,0.0
265,Other congenital malformations,90-94,0.0
181,Other diseases of the teeth and periodontium,90-94,7.0
078,Other malignant neoplasms of the male genital organs,90-94,4.0
283,burns and chemical burns,90-94,3.0
161,"Phlebitis, thrombophlebitis, venous embolism and thrombosis",90-94,69.0
120,Inflammatory diseases of the central nervous system,90-94,6.0
230,menstrual disorders,90-94,0.0
282,Consequences of entering a foreign body through a natural orifice,90-94,23.0
034,Varicella [chicken pox] and zoster,90-94,56.0
155,"Stroke, not referred to as hemorrhage or infarction",90-94,56.0
226,Other inflammatory diseases of the female pelvic organs,90-94,8.0
247,birth trauma,90-94,0.0
235,Medically induced abortion,90-94,0.0
259,Other congenital malformations of the digestive system,90-94,1.0
999,unknown,90-94,19.0
105,malnutrition,90-94,34.0
118,intellectual disability,90-94,0.0
069,Malignant neoplasm of bone and articular cartilage,90-94,6.0
110,Volumenmangel,90-94,87.0
285,Toxic effects of mainly non-medically used substances,90-94,4.0
030,Virusenzephalitis,90-94,6.0
091,Benign neoplasm of the mammary gland,90-94,0.0
132,Keratitis and other diseases of the sclera and cornea,90-94,25.0
280,Crushing and traumatic amputations of specified and multiple body regions,90-94,10.0
251,Other infections specific to the perinatal period,90-94,0.0
074,Malignant neoplasm of the cervix uteri,90-94,8.0
066,Malignant neoplasms of the larynx,90-94,7.0
234,Spontaneous abortion,90-94,0.0
085,Hodgkin's disease [lymphogranulomatosis],90-94,2.0
292,Other people with potential health risks related to communicable diseases,90-94,28.0
224,salpingitis and oophoritis,90-94,0.0
263,Congenital deformities of the feet,90-94,0.0
042,Mykosen,90-94,10.0
094,Benign neoplasm of the hamstrings,90-94,2.0
068,Other malignant neoplasms of the respiratory and intrathoracic organs,90-94,7.0
100,Certain disorders involving the immune system,90-94,0.0
262,Congenital deformities of the hip,90-94,0.0
252,Hemolytic disease in the fetus and newborn,90-94,0.0
257,lip-. Cleft jaw and palate,90-94,0.0
141,hearing loss,90-94,1.0
245,Damage to the fetus and newborn from maternal factors and from complications of pregnancy. labor and delivery,90-94,0.0
260,Nondescensus testis,90-94,0.0
033,Infections caused by herpes viruses [Herpes simplexl,90-94,3.0
255,Other congenital malformations of the nervous system,90-94,0.0
212,Other glomerular diseases,90-94,5.0
095,Benign neoplasm of the brain and other parts of the central nervous system,90-94,0.0
136,Strabismus,90-94,5.0
081,Malignant neoplasm of the eye and the ocular appendages,90-94,0.0
089,Carcinoma in situ der Cervix uteri,90-94,0.0
277,Injury to the eye and orbit,90-94,6.0
232,female sterility,90-94,0.0
007,tuberculosis of the respiratory organs,90-94,1.0
231,climacteric disorders,90-94,5.0
221,"Foreskin hypertrophy, phimosis and paraphimosis",90-94,10.0
269,Senilität,90-94,55.0
107,Other vitamin deficiencies,90-94,1.0
177,bronchiectasis,90-94,6.0
166,Acute laryngitis and tracheitis,90-94,3.0
144,Chronic rheumatic heart disease,90-94,1.0
250,Congenital infectious and parasitic diseases,90-94,0.0
090,Benign neoplasm of the skin,90-94,1.0
038,Other viral hepatitis,90-94,0.0
083,Malignant neoplasm of other parts of the central nervous system,90-94,0.0
008,Other tuberculosis,90-94,0.0
048,Echinococci,90-94,2.0
130,inflammation of the eyelid,90-94,0.0
039,HIV disease [Human Immunodeficiency Virus Disease],90-94,0.0
023,Sexually Transmitted Chlamydia Diseases,90-94,0.0
158,Other peripheral vascular diseases,90-94,6.0
266,Chromosomal abnormalities not classified elsewhere,90-94,0.0
043,Malaria,90-94,0.0
211,Acute and rapidly progressive nephritic syndromes,90-94,1.0
024,Other infections primarily transmitted through sexual intercourse,90-94,0.0
022,Gonococcal infection,90-94,0.0
178,Pneumokoniosis,90-94,1.0
016,Meningococcal Infection,90-94,0.0
021,Other syphilis,90-94,0.0
180,dental caries,90-94,0.0
131,Conjunctivitis and other affections of the conjunctiva,90-94,0.0
258,"Absence, atresia and stenosis of the small intestine",90-94,0.0
